Date,Region_code,Org_code,Contract_code,Ambulance final dispositions,Recommend to A&E,N of calls
2017/7/17,,,111AG4,65,35,450
2017/7/17,,,111AG5,74,83,807
2017/7/17,,,111AG6,264,204,2268
2017/7/17,,,111AG7,41,34,339
2017/7/17,,,111AG8,85,71,689
2017/7/18,,,111AA1,328,192,2339
2017/7/18,,,111AA2,54,21,410
2017/7/18,,,111AA4,81,56,838
2017/7/18,,,111AA5,66,56,618
2017/7/18,,,111AA6,23,29,212
2017/7/18,,,111AA7,30,28,330
2017/7/18,,,111AA9,14,14,179
2017/7/18,,,111AB2,46,44,614
2017/7/18,,,111AB4,39,40,463
2017/7/18,,,111AC2,51,20,327
2017/7/18,,,111AC3,66,56,571
2017/7/18,,,111AC4,67,48,568
2017/7/18,,,111AC5,28,43,420
2017/7/18,,,111AC6,37,48,384
2017/7/18,,,111AC7,16,8,178
2017/7/18,,,111AC8,55,28,488
2017/7/18,,,111AC9,271,209,2297
2017/7/18,,,111AD4,52,38,478
2017/7/18,,,111AD5,80,63,633
2017/7/18,,,111AD6,62,68,670
2017/7/18,,,111AD7,66,85,813
2017/7/18,,,111AD8,27,54,451
2017/7/18,,,111AD9,344,297,3719
2017/7/18,,,111AE1,131,79,1149
2017/7/18,,,111AE2,22,33,333
2017/7/18,,,111AE3,61,65,492
2017/7/18,,,111AE5,54,43,487
2017/7/18,,,111AE6,41,30,275
2017/7/18,,,111AE7,72,74,620
2017/7/18,,,111AE8,31,34,333
2017/7/18,,,111AE9,26,20,360
2017/7/18,,,111AF1,53,25,300
2017/7/18,,,111AF2,121,67,669
2017/7/18,,,111AF4,67,52,644
2017/7/18,,,111AF8,519,320,4083
2017/7/18,,,111AG4,55,43,340
2017/7/18,,,111AG5,78,87,747
2017/7/18,,,111AG6,237,206,2058
2017/7/18,,,111AG7,35,33,326
2017/7/18,,,111AG8,82,50,583
2017/7/19,,,111AA1,294,212,2417
2017/7/19,,,111AA2,54,23,413
2017/7/19,,,111AA4,66,50,838
2017/7/19,,,111AA5,85,48,636
2017/7/19,,,111AA6,32,27,212
2017/7/19,,,111AA7,20,40,299
2017/7/19,,,111AA9,17,23,162
2017/7/19,,,111AB2,47,36,614
2017/7/19,,,111AB4,57,30,417
2017/7/19,,,111AC2,44,31,321
2017/7/19,,,111AC3,57,56,554
2017/7/19,,,111AC4,42,48,534
2017/7/19,,,111AC5,48,44,399
2017/7/19,,,111AC6,45,67,401
2017/7/19,,,111AC7,21,15,193
2017/7/19,,,111AC8,76,26,500
2017/7/19,,,111AC9,324,207,2331
2017/7/19,,,111AD4,63,50,501
2017/7/19,,,111AD5,83,70,633
2017/7/19,,,111AD6,61,74,679
2017/7/19,,,111AD7,70,80,815
2017/7/19,,,111AD8,22,45,422
2017/7/19,,,111AD9,362,262,3861
2017/7/19,,,111AE1,142,114,1148
2017/7/19,,,111AE2,24,30,375
2017/7/19,,,111AE3,69,49,484
2017/7/19,,,111AE5,59,36,422
2017/7/19,,,111AE6,48,36,325
2017/7/19,,,111AE7,77,79,639
2017/7/19,,,111AE8,24,35,311
2017/7/19,,,111AE9,30,22,323
2017/7/19,,,111AF1,55,18,287
2017/7/19,,,111AF2,101,51,672
2017/7/19,,,111AF4,79,55,625
2017/7/19,,,111AF8,474,345,4067
2017/7/19,,,111AG4,74,30,419
2017/7/19,,,111AG5,70,73,715
2017/7/19,,,111AG6,242,184,2029
2017/7/19,,,111AG7,42,30,308
2017/7/19,,,111AG8,83,45,565
2017/7/20,,,111AA1,268,181,2175
2017/7/20,,,111AA2,44,20,423
2017/7/20,,,111AA4,65,52,785
2017/7/20,,,111AA5,73,45,578
2017/7/20,,,111AA6,20,20,177
2017/7/20,,,111AA7,28,19,333
2017/7/20,,,111AA9,19,13,189
2017/7/20,,,111AB2,47,35,620
2017/7/20,,,111AB4,35,34,352
2017/7/20,,,111AC2,54,27,334
2017/7/20,,,111AC3,61,47,565
2017/7/20,,,111AC4,63,42,489
2017/7/20,,,111AC5,49,29,429
2017/7/20,,,111AC6,48,28,361
2017/7/20,,,111AC7,22,14,183
2017/7/20,,,111AC8,47,24,486
2017/7/20,,,111AC9,298,224,2189
2017/7/20,,,111AD4,55,46,499
2017/7/20,,,111AD5,61,73,635
2017/7/20,,,111AD6,65,57,658
2017/7/20,,,111AD7,51,85,745
2017/7/20,,,111AD8,23,38,397
2017/7/20,,,111AD9,342,268,3412
2017/7/20,,,111AE1,147,99,1215
2017/7/20,,,111AE2,29,32,299
2017/7/20,,,111AE3,67,50,461
2017/7/20,,,111AE5,43,32,416
2017/7/20,,,111AE6,36,30,259
2017/7/20,,,111AE7,69,71,614
2017/7/20,,,111AE8,33,40,320
2017/7/20,,,111AE9,42,26,324
2017/7/20,,,111AF1,47,21,283
2017/7/20,,,111AF2,88,61,577
2017/7/20,,,111AF4,71,49,740
2017/7/20,,,111AF8,445,318,3853
2017/7/20,,,111AG4,85,53,434
2017/7/20,,,111AG5,70,67,660
2017/7/20,,,111AG6,251,178,1991
2017/7/20,,,111AG7,30,24,331
2017/7/20,,,111AG8,88,48,606
2017/7/21,,,111AA1,308,168,2292
2017/7/21,,,111AA2,45,28,412
2017/7/21,,,111AA4,83,49,689
2017/7/21,,,111AA5,72,43,588
2017/7/21,,,111AA6,32,12,150
2017/7/21,,,111AA7,20,21,279
2017/7/21,,,111AA9,22,3,166
2017/7/21,,,111AB2,47,41,593
2017/7/21,,,111AB4,40,36,473
2017/7/21,,,111AC2,45,34,383
2017/7/21,,,111AC3,65,37,551
2017/7/21,,,111AC4,47,45,528
2017/7/21,,,111AC5,56,38,473
2017/7/21,,,111AC6,66,40,400
2017/7/21,,,111AC7,22,12,173
2017/7/21,,,111AC8,59,29,471
2017/7/21,,,111AC9,264,173,2195
2017/7/21,,,111AD4,40,38,543
2017/7/21,,,111AD5,57,56,602
2017/7/21,,,111AD6,54,64,664
2017/7/21,,,111AD7,67,90,869
2017/7/21,,,111AD8,25,41,366
2017/7/21,,,111AD9,333,267,3475
2017/7/21,,,111AE1,125,83,1100
2017/7/21,,,111AE2,15,27,352
2017/7/21,,,111AE3,54,45,430
2017/7/21,,,111AE5,65,36,480
2017/7/21,,,111AE6,26,25,276
2017/7/21,,,111AE7,67,58,676
2017/7/21,,,111AE8,31,22,304
2017/7/21,,,111AE9,38,13,304
2017/7/21,,,111AF1,60,25,294
2017/7/21,,,111AF2,88,61,601
2017/7/21,,,111AF4,65,36,630
2017/7/21,,,111AF8,422,262,4009
2017/7/21,,,111AG4,65,30,379
2017/7/21,,,111AG5,71,75,729
2017/7/21,,,111AG6,217,166,1947
2017/7/21,,,111AG7,34,27,354
2017/7/21,,,111AG8,87,40,680
2017/7/22,,,111AA1,411,268,4231
2017/7/22,,,111AA2,69,36,946
2017/7/22,,,111AA4,113,52,1280
2017/7/22,,,111AA5,111,77,1315
2017/7/22,,,111AA6,29,19,303
2017/7/22,,,111AA7,33,28,363
2017/7/22,,,111AA9,20,13,223
2017/7/22,,,111AB2,48,90,1472
2017/7/22,,,111AB4,71,58,932
2017/7/22,,,111AC2,76,48,854
2017/7/22,,,111AC3,106,89,1340
2017/7/22,,,111AC4,63,55,1096
2017/7/22,,,111AC5,71,53,1098
2017/7/22,,,111AC6,76,75,878
2017/7/22,,,111AC7,15,16,271
2017/7/22,,,111AC8,98,32,935
2017/7/22,,,111AC9,411,284,4255
2017/7/22,,,111AD4,67,55,780
2017/7/22,,,111AD5,85,106,827
2017/7/22,,,111AD6,58,77,1002
2017/7/22,,,111AD7,60,81,1256
2017/7/22,,,111AD8,21,42,444
2017/7/22,,,111AD9,481,435,6976
2017/7/22,,,111AE1,246,111,2440
2017/7/22,,,111AE2,42,30,688
2017/7/22,,,111AE3,79,73,996
2017/7/22,,,111AE5,102,58,983
2017/7/22,,,111AE6,71,45,635
2017/7/22,,,111AE7,104,98,1407
2017/7/22,,,111AE8,53,52,795
2017/7/22,,,111AE9,60,25,827
2017/7/22,,,111AF1,99,31,798
2017/7/22,,,111AF2,169,104,1443
2017/7/22,,,111AF4,89,65,1391
2017/7/22,,,111AF8,652,416,8787
2017/7/22,,,111AG4,84,52,929
2017/7/22,,,111AG5,81,87,1290
2017/7/22,,,111AG6,397,283,4577
2017/7/22,,,111AG7,53,49,815
2017/7/22,,,111AG8,141,87,1574
2017/7/23,,,111AA1,434,262,3442
2017/7/23,,,111AA2,72,35,726
2017/7/23,,,111AA4,117,75,1294
2017/7/23,,,111AA5,122,78,1167
2017/7/23,,,111AA6,37,31,282
2017/7/23,,,111AA7,41,29,330
2017/7/23,,,111AA9,31,13,242
2017/7/23,,,111AB2,68,63,1145
2017/7/23,,,111AB4,82,49,875
2017/7/23,,,111AC2,69,72,727
2017/7/23,,,111AC3,91,68,1095
2017/7/23,,,111AC4,72,66,919
2017/7/23,,,111AC5,82,65,975
2017/7/23,,,111AC6,85,48,752
2017/7/23,,,111AC7,19,12,203
2017/7/23,,,111AC8,93,32,800
2017/7/23,,,111AC9,380,252,3825
2017/7/23,,,111AD4,55,48,652
2017/7/23,,,111AD5,80,62,719
2017/7/23,,,111AD6,89,64,834
2017/7/23,,,111AD7,80,102,1135
2017/7/23,,,111AD8,31,43,414
2017/7/23,,,111AD9,523,406,5643
2017/7/23,,,111AE1,224,119,2182
2017/7/23,,,111AE2,48,41,662
2017/7/23,,,111AE3,75,73,864
2017/7/23,,,111AE5,111,57,870
2017/7/23,,,111AE6,72,35,561
2017/7/23,,,111AE7,127,79,1150
2017/7/23,,,111AE8,85,57,687
2017/7/23,,,111AE9,61,24,753
2017/7/23,,,111AF1,88,41,733
2017/7/23,,,111AF2,158,116,1344
2017/7/23,,,111AF4,117,59,1248
2017/7/23,,,111AF8,701,437,7408
2017/7/23,,,111AG4,94,50,748
2017/7/23,,,111AG5,100,80,1101
2017/7/23,,,111AG6,367,294,3920
2017/7/23,,,111AG7,49,43,564
2017/7/23,,,111AG8,164,105,1569
2017/7/24,,,111AA1,323,194,2261
2017/7/24,,,111AA2,53,21,405
2017/7/24,,,111AA4,77,49,906
2017/7/24,,,111AA5,76,55,653
2017/7/24,,,111AA6,20,19,210
2017/7/24,,,111AA7,25,30,328
2017/7/24,,,111AA9,16,10,166
2017/7/24,,,111AB2,51,38,654
2017/7/24,,,111AB4,51,34,425
2017/7/24,,,111AC2,35,29,341
2017/7/24,,,111AC3,58,42,537
2017/7/24,,,111AC4,41,48,562
2017/7/24,,,111AC5,52,37,465
2017/7/24,,,111AC6,45,41,355
2017/7/24,,,111AC7,15,14,195
2017/7/24,,,111AC8,70,34,619
2017/7/24,,,111AC9,250,190,2289
2017/7/24,,,111AD4,49,34,517
2017/7/24,,,111AD5,67,58,610
2017/7/24,,,111AD6,60,75,666
2017/7/24,,,111AD7,58,92,808
2017/7/24,,,111AD8,31,42,453
2017/7/24,,,111AD9,325,254,3613
2017/7/24,,,111AE1,157,95,1340
2017/7/24,,,111AE2,36,33,340
2017/7/24,,,111AE3,56,55,487
2017/7/24,,,111AE5,52,31,570
2017/7/24,,,111AE6,35,24,308
2017/7/24,,,111AE7,86,64,684
2017/7/24,,,111AE8,37,27,370
2017/7/24,,,111AE9,40,22,333
2017/7/24,,,111AF1,23,15,326
2017/7/24,,,111AF2,112,60,665
2017/7/24,,,111AF4,77,60,650
2017/7/24,,,111AF8,446,316,4034
2017/7/24,,,111AG4,87,30,436
2017/7/24,,,111AG5,72,67,777
2017/7/24,,,111AG6,264,172,2053
2017/7/24,,,111AG7,30,31,346
2017/7/24,,,111AG8,71,58,661
2017/7/25,,,111AA1,283,189,2004
2017/7/25,,,111AA2,66,20,398
2017/7/25,,,111AA4,64,45,722
2017/7/25,,,111AA5,83,57,647
2017/7/25,,,111AA6,28,19,182
2017/7/25,,,111AA7,20,41,269
2017/7/25,,,111AA9,22,15,166
2017/7/25,,,111AB2,56,48,603
2017/7/25,,,111AB4,42,40,347
2017/7/25,,,111AC2,35,28,307
2017/7/25,,,111AC3,61,43,545
2017/7/25,,,111AC4,53,50,532
2017/7/25,,,111AC5,39,46,446
2017/7/25,,,111AC6,45,35,344
2017/7/25,,,111AC7,15,11,195
2017/7/25,,,111AC8,63,41,529
2017/7/25,,,111AC9,260,200,2228
2017/7/25,,,111AD4,58,38,492
2017/7/25,,,111AD5,48,68,556
2017/7/25,,,111AD6,63,61,581
2017/7/25,,,111AD7,68,72,736
2017/7/25,,,111AD8,39,37,392
2017/7/25,,,111AD9,330,276,3354
2017/7/25,,,111AE1,138,90,1179
2017/7/25,,,111AE2,15,32,283
2017/7/25,,,111AE3,44,42,439
2017/7/25,,,111AE5,76,53,477
2017/7/25,,,111AE6,40,25,285
2017/7/25,,,111AE7,73,59,620
2017/7/25,,,111AE8,41,27,325
2017/7/25,,,111AE9,43,19,324
2017/7/25,,,111AF1,59,35,294
2017/7/25,,,111AF2,115,63,664
2017/7/25,,,111AF4,66,38,586
2017/7/25,,,111AF8,455,297,3844
2017/7/25,,,111AG4,75,32,400
2017/7/25,,,111AG5,67,66,650
2017/7/25,,,111AG6,255,146,1915
2017/7/25,,,111AG7,37,36,364
2017/7/25,,,111AG8,86,37,579
2017/7/26,,,111AA1,301,185,2153
2017/7/26,,,111AA2,49,25,398
2017/7/26,,,111AA4,79,67,755
2017/7/26,,,111AA5,91,44,652
2017/7/26,,,111AA6,26,17,206
2017/7/26,,,111AA7,30,26,301
2017/7/26,,,111AA9,21,14,197
2017/7/26,,,111AB2,51,55,594
2017/7/26,,,111AB4,41,40,379
2017/7/26,,,111AC2,43,26,302
2017/7/26,,,111AC3,53,47,529
2017/7/26,,,111AC4,56,37,497
2017/7/26,,,111AC5,50,41,415
2017/7/26,,,111AC6,54,36,337
2017/7/26,,,111AC7,19,16,187
2017/7/26,,,111AC8,82,33,509
2017/7/26,,,111AC9,287,181,2231
2017/7/26,,,111AD4,50,53,506
2017/7/26,,,111AD5,74,65,593
2017/7/26,,,111AD6,59,77,606
2017/7/26,,,111AD7,72,77,705
2017/7/26,,,111AD8,43,33,392
2017/7/26,,,111AD9,363,225,3381
2017/7/26,,,111AE1,140,102,1255
2017/7/26,,,111AE2,20,26,330
2017/7/26,,,111AE3,58,51,446
2017/7/26,,,111AE5,65,38,457
2017/7/26,,,111AE6,31,16,272
2017/7/26,,,111AE7,54,65,636
2017/7/26,,,111AE8,46,33,353
2017/7/26,,,111AE9,40,14,323
2017/7/26,,,111AF1,65,16,310
2017/7/26,,,111AF2,120,65,638
2017/7/26,,,111AF4,74,40,594
2017/7/26,,,111AF8,446,292,3872
2017/7/26,,,111AG4,59,33,348
2017/7/26,,,111AG5,56,65,691
2017/7/26,,,111AG6,238,189,1898
2017/7/26,,,111AG7,36,28,312
2017/7/26,,,111AG8,87,51,595
2017/7/27,,,111AA1,271,175,2024
2017/7/27,,,111AA2,45,20,367
2017/7/27,,,111AA4,62,53,784
2017/7/27,,,111AA5,69,44,624
2017/7/27,,,111AA6,24,22,170
2017/7/27,,,111AA7,25,16,283
2017/7/27,,,111AA9,18,11,153
2017/7/27,,,111AB2,47,42,565
2017/7/27,,,111AB4,41,34,386
2017/7/27,,,111AC2,32,31,315
2017/7/27,,,111AC3,45,45,488
2017/7/27,,,111AC4,39,49,434
2017/7/27,,,111AC5,48,54,420
2017/7/27,,,111AC6,32,28,301
2017/7/27,,,111AC7,18,9,150
2017/7/27,,,111AC8,64,27,511
2017/7/27,,,111AC9,265,209,2131
2017/7/27,,,111AD4,45,46,487
2017/7/27,,,111AD5,69,47,577
2017/7/27,,,111AD6,47,48,599
2017/7/27,,,111AD7,64,99,770
2017/7/27,,,111AD8,28,43,399
2017/7/27,,,111AD9,348,242,3203
2017/7/27,,,111AE1,143,104,1173
2017/7/27,,,111AE2,22,16,332
2017/7/27,,,111AE3,60,50,452
2017/7/27,,,111AE5,60,31,448
2017/7/27,,,111AE6,34,30,295
2017/7/27,,,111AE7,67,59,594
2017/7/27,,,111AE8,40,28,293
2017/7/27,,,111AE9,36,20,291
2017/7/27,,,111AF1,55,13,305
2017/7/27,,,111AF2,84,63,566
2017/7/27,,,111AF4,77,43,627
2017/7/27,,,111AF8,451,292,3838
2017/7/27,,,111AG4,53,38,365
2017/7/27,,,111AG5,56,63,646
2017/7/27,,,111AG6,243,160,1923
2017/7/27,,,111AG7,42,22,299
2017/7/27,,,111AG8,80,53,629
2017/7/28,,,111AA1,286,151,2195
2017/7/28,,,111AA2,54,28,382
2017/7/28,,,111AA4,63,46,668
2017/7/28,,,111AA5,61,46,587
2017/7/28,,,111AA6,16,21,162
2017/7/28,,,111AA7,21,24,282
2017/7/28,,,111AA9,13,12,188
2017/7/28,,,111AB2,38,48,561
2017/7/28,,,111AB4,25,41,411
2017/7/28,,,111AC2,47,30,360
2017/7/28,,,111AC3,75,53,547
2017/7/28,,,111AC4,37,39,495
2017/7/28,,,111AC5,41,52,456
2017/7/28,,,111AC6,55,36,357
2017/7/28,,,111AC7,18,11,161
2017/7/28,,,111AC8,73,27,512
2017/7/28,,,111AC9,259,198,2112
2017/7/28,,,111AD4,56,48,501
2017/7/28,,,111AD5,62,57,572
2017/7/28,,,111AD6,52,52,543
2017/7/28,,,111AD7,50,76,782
2017/7/28,,,111AD8,27,36,385
2017/7/28,,,111AD9,330,261,3438
2017/7/28,,,111AE1,135,83,1106
2017/7/28,,,111AE2,25,22,365
2017/7/28,,,111AE3,55,30,434
2017/7/28,,,111AE5,60,35,447
2017/7/28,,,111AE6,24,23,277
2017/7/28,,,111AE7,56,59,630
2017/7/28,,,111AE8,32,26,361
2017/7/28,,,111AE9,47,18,320
2017/7/28,,,111AF1,49,16,318
2017/7/28,,,111AF2,101,76,614
2017/7/28,,,111AF4,61,31,598
2017/7/28,,,111AF8,436,251,3823
2017/7/28,,,111AG4,64,27,396
2017/7/28,,,111AG5,65,76,762
2017/7/28,,,111AG6,236,171,2097
2017/7/28,,,111AG7,35,26,336
2017/7/28,,,111AG8,86,54,656
2017/7/29,,,111AA1,350,251,4078
2017/7/29,,,111AA2,73,23,788
2017/7/29,,,111AA4,124,61,1203
2017/7/29,,,111AA5,108,68,1315
2017/7/29,,,111AA6,33,37,330
2017/7/29,,,111AA7,43,29,406
2017/7/29,,,111AA9,17,22,251
2017/7/29,,,111AB2,54,90,1336
2017/7/29,,,111AB4,73,59,975
2017/7/29,,,111AC2,87,58,902
2017/7/29,,,111AC3,102,73,1348
2017/7/29,,,111AC4,55,64,1028
2017/7/29,,,111AC5,87,60,1095
2017/7/29,,,111AC6,75,53,855
2017/7/29,,,111AC7,16,20,268
2017/7/29,,,111AC8,88,36,960
2017/7/29,,,111AC9,331,237,3967
2017/7/29,,,111AD4,61,56,774
2017/7/29,,,111AD5,90,80,900
2017/7/29,,,111AD6,66,76,871
2017/7/29,,,111AD7,81,73,1218
2017/7/29,,,111AD8,36,42,453
2017/7/29,,,111AD9,458,427,6446
2017/7/29,,,111AE1,215,114,2249
2017/7/29,,,111AE2,56,29,685
2017/7/29,,,111AE3,84,70,867
2017/7/29,,,111AE5,94,55,1064
2017/7/29,,,111AE6,69,60,677
2017/7/29,,,111AE7,136,99,1368
2017/7/29,,,111AE8,75,57,823
2017/7/29,,,111AE9,54,37,873
2017/7/29,,,111AF1,103,38,891
2017/7/29,,,111AF2,175,106,1445
2017/7/29,,,111AF4,97,58,1342
2017/7/29,,,111AF8,657,421,8283
2017/7/29,,,111AG4,105,48,890
2017/7/29,,,111AG5,110,77,1281
2017/7/29,,,111AG6,358,257,4361
2017/7/29,,,111AG7,48,41,700
2017/7/29,,,111AG8,149,100,1656
2017/7/30,,,111AA1,434,229,3387
2017/7/30,,,111AA2,86,22,743
2017/7/30,,,111AA4,109,68,1190
2017/7/30,,,111AA5,114,73,1145
2017/7/30,,,111AA6,33,27,273
2017/7/30,,,111AA7,21,23,302
2017/7/30,,,111AA9,21,12,218
2017/7/30,,,111AB2,72,80,1147
2017/7/30,,,111AB4,81,45,842
2017/7/30,,,111AC2,65,51,656
2017/7/30,,,111AC3,111,64,1147
2017/7/30,,,111AC4,69,71,894
2017/7/30,,,111AC5,70,71,1023
2017/7/30,,,111AC6,58,63,705
2017/7/30,,,111AC7,28,17,249
2017/7/30,,,111AC8,78,36,751
2017/7/30,,,111AC9,415,218,3536
2017/7/30,,,111AD4,51,57,632
2017/7/30,,,111AD5,97,68,800
2017/7/30,,,111AD6,63,69,791
2017/7/30,,,111AD7,67,81,1005
2017/7/30,,,111AD8,38,45,374
2017/7/30,,,111AD9,493,451,5550
2017/7/30,,,111AE1,218,137,1928
2017/7/30,,,111AE2,38,34,649
2017/7/30,,,111AE3,87,58,801
2017/7/30,,,111AE5,109,67,916
2017/7/30,,,111AE6,68,46,542
2017/7/30,,,111AE7,140,101,1200
2017/7/30,,,111AE8,73,75,707
2017/7/30,,,111AE9,70,41,708
2017/7/30,,,111AF1,116,35,709
2017/7/30,,,111AF2,165,115,1236
2017/7/30,,,111AF4,109,75,1225
2017/7/30,,,111AF8,727,406,6936
2017/7/30,,,111AG4,108,44,694
2017/7/30,,,111AG5,97,88,1154
2017/7/30,,,111AG6,363,256,3820
2017/7/30,,,111AG7,49,39,526
2017/7/30,,,111AG8,137,94,1369
2017/7/31,,,111AA1,321,197,2449
2017/7/31,,,111AA2,61,33,457
2017/7/31,,,111AA4,83,44,678
2017/7/31,,,111AA5,79,63,668
2017/7/31,,,111AA6,24,19,192
2017/7/31,,,111AA7,26,35,289
2017/7/31,,,111AA9,18,11,187
2017/7/31,,,111AB2,53,52,675
2017/7/31,,,111AB4,48,39,408
2017/7/31,,,111AC2,40,33,336
2017/7/31,,,111AC3,60,63,596
2017/7/31,,,111AC4,63,58,547
2017/7/31,,,111AC5,57,40,468
2017/7/31,,,111AC6,52,37,346
2017/7/31,,,111AC7,26,16,208
2017/7/31,,,111AC8,55,29,483
2017/7/31,,,111AC9,232,196,2242
2017/7/31,,,111AD4,48,40,519
2017/7/31,,,111AD5,49,58,570
2017/7/31,,,111AD6,69,71,723
2017/7/31,,,111AD7,77,86,773
2017/7/31,,,111AD8,39,33,392
2017/7/31,,,111AD9,294,245,3462
2017/7/31,,,111AE1,155,84,1152
2017/7/31,,,111AE2,41,30,309
2017/7/31,,,111AE3,73,52,505
2017/7/31,,,111AE5,58,39,570
2017/7/31,,,111AE6,39,24,322
2017/7/31,,,111AE7,87,61,706
2017/7/31,,,111AE8,45,26,367
2017/7/31,,,111AE9,29,23,332
2017/7/31,,,111AF1,68,14,408
2017/7/31,,,111AF2,105,60,669
2017/7/31,,,111AF4,61,39,615
2017/7/31,,,111AF8,437,307,4081
2017/7/31,,,111AG4,79,45,375
2017/7/31,,,111AG5,78,80,786
2017/7/31,,,111AG6,229,191,2103
2017/7/31,,,111AG7,34,27,320
2017/7/31,,,111AG8,94,72,681
2017/8/1,,,111AA1,246,204,2062
2017/8/1,,,111AA2,40,19,404
2017/8/1,,,111AA4,60,48,825
2017/8/1,,,111AA5,74,55,604
2017/8/1,,,111AA6,28,19,180
2017/8/1,,,111AA7,19,26,244
2017/8/1,,,111AA9,24,26,169
2017/8/1,,,111AB2,42,58,553
2017/8/1,,,111AB4,40,34,389
2017/8/1,,,111AC2,52,30,328
2017/8/1,,,111AC3,67,44,503
2017/8/1,,,111AC4,55,28,510
2017/8/1,,,111AC5,54,41,428
2017/8/1,,,111AC6,45,28,348
2017/8/1,,,111AC7,9,12,161
2017/8/1,,,111AC8,51,37,475
2017/8/1,,,111AC9,262,188,2165
2017/8/1,,,111AD4,57,42,474
2017/8/1,,,111AD5,57,58,611
2017/8/1,,,111AD6,44,68,611
2017/8/1,,,111AD7,57,76,706
2017/8/1,,,111AD8,18,45,356
2017/8/1,,,111AD9,318,263,3279
2017/8/1,,,111AE1,119,87,1054
2017/8/1,,,111AE2,29,27,342
2017/8/1,,,111AE3,63,54,436
2017/8/1,,,111AE5,59,42,457
2017/8/1,,,111AE6,38,30,246
2017/8/1,,,111AE7,58,80,554
2017/8/1,,,111AE8,36,28,303
2017/8/1,,,111AE9,37,18,303
2017/8/1,,,111AF1,47,27,306
2017/8/1,,,111AF2,97,49,582
2017/8/1,,,111AF4,54,44,639
2017/8/1,,,111AF8,426,292,3734
2017/8/1,,,111AG4,63,28,374
2017/8/1,,,111AG5,73,66,728
2017/8/1,,,111AG6,220,163,1892
2017/8/1,,,111AG7,41,28,302
2017/8/1,,,111AG8,81,45,671
2017/8/2,,,111AA1,270,178,2048
2017/8/2,,,111AA2,52,28,458
2017/8/2,,,111AA4,75,51,813
2017/8/2,,,111AA5,57,46,603
2017/8/2,,,111AA6,23,23,189
2017/8/2,,,111AA7,29,30,276
2017/8/2,,,111AA9,23,15,157
2017/8/2,,,111AB2,43,51,647
2017/8/2,,,111AB4,45,32,363
2017/8/2,,,111AC2,43,32,328
2017/8/2,,,111AC3,65,43,596
2017/8/2,,,111AC4,48,43,493
2017/8/2,,,111AC5,38,43,410
2017/8/2,,,111AC6,50,41,384
2017/8/2,,,111AC7,20,14,169
2017/8/2,,,111AC8,54,33,442
2017/8/2,,,111AC9,268,182,2145
2017/8/2,,,111AD4,53,37,471
2017/8/2,,,111AD5,53,51,541
2017/8/2,,,111AD6,57,76,568
2017/8/2,,,111AD7,64,85,758
2017/8/2,,,111AD8,46,42,380
2017/8/2,,,111AD9,301,227,3312
2017/8/2,,,111AE1,113,81,1029
2017/8/2,,,111AE2,22,29,370
2017/8/2,,,111AE3,70,43,440
2017/8/2,,,111AE5,70,40,471
2017/8/2,,,111AE6,40,33,303
2017/8/2,,,111AE7,63,55,509
2017/8/2,,,111AE8,37,35,302
2017/8/2,,,111AE9,31,14,299
2017/8/2,,,111AF1,41,24,293
2017/8/2,,,111AF2,85,58,591
2017/8/2,,,111AF4,61,38,586
2017/8/2,,,111AF8,473,302,3888
2017/8/2,,,111AG4,55,31,328
2017/8/2,,,111AG5,71,65,713
2017/8/2,,,111AG6,215,166,1793
2017/8/2,,,111AG7,33,22,336
2017/8/2,,,111AG8,96,55,637
2017/8/3,,,111AA1,281,194,2028
2017/8/3,,,111AA2,52,20,386
2017/8/3,,,111AA4,70,38,790
2017/8/3,,,111AA5,80,45,589
2017/8/3,,,111AA6,29,26,196
2017/8/3,,,111AA7,24,27,317
2017/8/3,,,111AA9,11,14,150
2017/8/3,,,111AB2,54,64,565
2017/8/3,,,111AB4,45,25,378
2017/8/3,,,111AC2,37,26,286
2017/8/3,,,111AC3,48,49,549
2017/8/3,,,111AC4,46,36,432
2017/8/3,,,111AC5,41,44,394
2017/8/3,,,111AC6,54,36,375
2017/8/3,,,111AC7,17,7,160
2017/8/3,,,111AC8,64,32,512
2017/8/3,,,111AC9,272,209,2085
2017/8/3,,,111AD4,44,43,440
2017/8/3,,,111AD5,72,67,578
2017/8/3,,,111AD6,66,53,610
2017/8/3,,,111AD7,62,69,686
2017/8/3,,,111AD8,31,39,395
2017/8/3,,,111AD9,329,282,3220
2017/8/3,,,111AE1,123,92,1122
2017/8/3,,,111AE2,25,28,315
2017/8/3,,,111AE3,39,44,422
2017/8/3,,,111AE5,68,38,483
2017/8/3,,,111AE6,32,24,263
2017/8/3,,,111AE7,80,71,586
2017/8/3,,,111AE8,46,37,319
2017/8/3,,,111AE9,24,20,280
2017/8/3,,,111AF1,43,22,267
2017/8/3,,,111AF2,102,59,581
2017/8/3,,,111AF4,66,40,777
2017/8/3,,,111AF8,430,275,3662
2017/8/3,,,111AG4,46,48,377
2017/8/3,,,111AG5,80,62,677
2017/8/3,,,111AG6,239,165,1808
2017/8/3,,,111AG7,38,28,307
2017/8/3,,,111AG8,94,60,645
2017/8/4,,,111AA1,288,172,2391
2017/8/4,,,111AA2,41,14,391
2017/8/4,,,111AA4,72,54,910
2017/8/4,,,111AA5,55,50,586
2017/8/4,,,111AA6,10,12,145
